Hospital Number,Hospital City
2023,Minneapolis - St. Paul
1001,San Diego
2029,Phoenix
1001,San Diego
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2029,Phoenix
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2029,Phoenix
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2029,Phoenix
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
1001,San Diego
1001,San Diego
2029,Phoenix
2029,Phoenix
2029,Phoenix
2006,Corpus Christi
2006,Corpus Christi
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2005,Orange
2005,Orange
2001,Madera
2002,Norfolk
2002,Norfolk
2002,Norfolk
2011,Birmingham
2011,Birmingham
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2008,Columbus
2008,Columbus
2008,Columbus
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2039,Knoxville
2039,Knoxville
2039,Knoxville
2039,Knoxville
2028,Oakland
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2011,Birmingham
2011,Birmingham
2011,Birmingham
2011,Birmingham
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2022,Philadelphia
2022,Philadelphia
2016,Cincinnati
2022,Philadelphia
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2006,Corpus Christi
2006,Corpus Christi
2006,Corpus Christi
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2001,Madera
2001,Madera
2001,Madera
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2016,Cincinnati
2012,Omaha
2012,Omaha
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2022,Philadelphia
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2008,Columbus
2008,Columbus
2008,Columbus
2011,Birmingham
2011,Birmingham
2011,Birmingham
2011,Birmingham
2011,Birmingham
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2028,Oakland
2028,Oakland
2028,Oakland
2028,Oakland
2028,Oakland
2028,Oakland
2039,Knoxville
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
1010,Pittsburgh
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2005,Orange
2005,Orange
2005,Orange
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2029,Phoenix
2006,Corpus Christi
2002,Norfolk
2002,Norfolk
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
1007,Memphis - Le Bonheur
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
3001,Salt Lake City
2002,Norfolk
2002,Norfolk
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2018,Los Angeles
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2028,Oakland
2039,Knoxville
2039,Knoxville
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2039,Knoxville
2039,Knoxville
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2039,Knoxville
2039,Knoxville
2039,Knoxville
2039,Knoxville
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2001,Madera
2028,Oakland
2028,Oakland
2028,Oakland
2028,Oakland
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2006,Corpus Christi
2002,Norfolk
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2039,Knoxville
2039,Knoxville
1003,Denver
1003,Denver
1003,Denver
1003,Denver
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2039,Knoxville
2011,Birmingham
2011,Birmingham
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
1005,Kansas City
2039,Knoxville
2039,Knoxville
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2012,Omaha
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2012,Omaha
2012,Omaha
2012,Omaha
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2033,Hartford
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2012,Omaha
2012,Omaha
2039,Knoxville
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2009,Fort Worth
2012,Omaha
2012,Omaha
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2017,St. Louis
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
1001,San Diego
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2002,Norfolk
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2008,Columbus
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2003,St. Petersburg
2003,St. Petersburg
2003,St. Petersburg
2003,St. Petersburg
2003,St. Petersburg
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2012,Omaha
2003,St. Petersburg
2003,St. Petersburg
2003,St. Petersburg
2003,St. Petersburg
2028,Oakland
2028,Oakland
2028,Oakland
2028,Oakland
2012,Omaha
2012,Omaha
2012,Omaha
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2037,Indianapolis
2012,Omaha
2012,Omaha
2012,Omaha
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2012,Omaha
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2012,Omaha
2012,Omaha
2012,Omaha
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2021,Seattle
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2027,Dallas
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2039,Knoxville
2039,Knoxville
2039,Knoxville
2005,Orange
2005,Orange
2005,Orange
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2004,Little Rock
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
2007,Miami
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2023,Minneapolis - St. Paul
2002,Norfolk
2023,Minneapolis - St. Paul
2002,Norfolk
2002,Norfolk
2002,Norfolk
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
1011,Chicago - Lurie
